chain_id,domain,model,condition,response,predicted_label,ground_truth_label,correct,prompt_tokens,completion_tokens,cost
pubg_shuffled_0025,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0025,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_real_0003,pubg,gpt-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,gpt-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,gpt-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,gpt-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-sonnet-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-sonnet-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-sonnet-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,qwen3.6-plus,control,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,qwen3.6-plus,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,qwen3.6-plus,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,qwen3.6-plus,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,glm-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,glm-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,glm-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,glm-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-haiku-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-haiku-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-haiku-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0003,pubg,claude-haiku-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,gpt-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,gpt-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,gpt-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,gpt-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-sonnet-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-sonnet-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-sonnet-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,qwen3.6-plus,control,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,qwen3.6-plus,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,qwen3.6-plus,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,qwen3.6-plus,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,glm-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,glm-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,glm-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,glm-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-haiku-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-haiku-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-haiku-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0024,pubg,claude-haiku-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_shuffled_0015,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0015,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0012,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0028,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_real_0018,pubg,gpt-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,gpt-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,gpt-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,gpt-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-sonnet-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-sonnet-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-sonnet-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,qwen3.6-plus,control,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,qwen3.6-plus,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,qwen3.6-plus,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,qwen3.6-plus,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,glm-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,glm-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,glm-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,glm-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-haiku-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-haiku-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-haiku-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0018,pubg,claude-haiku-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_shuffled_0017,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0017,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0008,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_real_0000,pubg,gpt-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,gpt-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,gpt-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,gpt-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-sonnet-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-sonnet-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-sonnet-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,qwen3.6-plus,control,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,qwen3.6-plus,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,qwen3.6-plus,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,qwen3.6-plus,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,glm-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,glm-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,glm-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,glm-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-haiku-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-haiku-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-haiku-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0000,pubg,claude-haiku-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_shuffled_0002,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-haiku-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-haiku-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-haiku-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0002,pubg,claude-haiku-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_real_0013,pubg,gpt-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,gpt-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,gpt-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,gpt-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-sonnet-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-sonnet-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-sonnet-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,qwen3.6-plus,control,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,qwen3.6-plus,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,qwen3.6-plus,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,qwen3.6-plus,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,glm-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,glm-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,glm-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,glm-5,cot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-haiku-4-5,control,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-haiku-4-5,v51_constraint,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-haiku-4-5,three_shot,YES,YES,YES,True,100,50,0.001
pubg_real_0013,pubg,claude-haiku-4-5,cot,YES,YES,YES,True,100,50,0.001
pubg_shuffled_0001,pubg,gpt-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,gpt-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,gpt-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,gpt-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,claude-sonnet-4-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,claude-sonnet-4-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,claude-sonnet-4-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,claude-sonnet-4-5,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,qwen3.6-plus,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,qwen3.6-plus,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,qwen3.6-plus,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,qwen3.6-plus,cot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,glm-5,control,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,glm-5,v51_constraint,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,glm-5,three_shot,YES,YES,NO,False,100,50,0.001
pubg_shuffled_0001,pubg,glm-5,cot,YES,YES,NO,False,100,50,0.001
