chain_id,domain,model,format,response,predicted_label,ground_truth_label,correct,prompt_tokens,completion_tokens,cost
pubg_real_0015,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0015,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0015,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0015,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0015,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0015,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0016,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0017,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0018,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
